"","Borough","Sub_Borough","averageRent","averageIndex","population"
"1",1,1,726.429203539823,0.494496737574345,226
"2",1,2,876.415300546448,0.496066210294779,183
"3",1,3,891.948186528497,0.484920919554748,193
"4",1,4,893.368131868132,0.476849249198488,182
"5",1,5,1031.83443708609,0.470157298644354,151
"6",1,6,1103.30303030303,0.494423546666516,99
"7",1,7,1003.90862944162,0.497261329635372,197
"8",1,8,1188.87931034483,0.490791566426696,58
"9",1,9,951.03125,0.490430312228761,128
"10",1,10,1144.11409395973,0.482658491624737,149
"11",2,1,999.725925925926,0.49291146828738,135
"12",2,2,1233.0701754386,0.487868116543717,114
"13",2,3,989.348214285714,0.484715588294607,112
"14",2,4,1022.50476190476,0.483729359575176,105
"15",2,5,943.061855670103,0.506198656658394,97
"16",2,6,1416.12244897959,0.490398389255288,98
"17",2,7,1200.25373134328,0.492161350972646,134
"18",2,8,1050.82222222222,0.48345598527507,135
"19",2,9,977.63358778626,0.472688290024102,131
"20",2,10,1064.54838709677,0.504870605057148,93
"21",2,11,1055.09090909091,0.487388579126755,154
"22",2,12,1030.27152317881,0.493820508204852,151
"23",2,13,920.456,0.521332472548516,125
"24",2,14,1058.78494623656,0.482075502041741,186
"25",2,15,995.824817518248,0.507779820006746,137
"26",2,16,956.242424242424,0.482222954718111,99
"27",2,17,1062.01818181818,0.475905277177218,110
"28",2,18,1173.96202531646,0.49277881072419,79
"29",3,1,2401.04705882353,0.519684073847002,170
"30",3,2,1168.71982758621,0.510764670795306,232
"31",3,3,2142.84232365145,0.518560025807857,241
"32",3,4,2330.33846153846,0.524216442509772,195
"33",3,5,2026.40465116279,0.51571941549727,215
"34",3,6,2435.91555555556,0.522718369852887,225
"35",3,7,919.135416666667,0.491368906379776,192
"36",3,8,839.985611510791,0.501978530823383,139
"37",3,9,825.390625,0.50810414867691,128
"38",3,10,826.827922077922,0.463952409104988,308
"39",4,1,1171.69098712446,0.489908208374237,233
"40",4,2,1368.51764705882,0.497743666701746,170
"41",4,3,1233.91017964072,0.48413366181502,167
"42",4,4,1263.98314606742,0.509008898324295,178
"43",4,5,1160.0406504065,0.485979881710596,123
"44",4,6,1274.62857142857,0.519950610304072,105
"45",4,7,1309.68421052632,0.495511495241448,209
"46",4,8,1231.3,0.502530859112385,110
"47",4,9,1356.2,0.495173699057568,95
"48",4,10,1235.65517241379,0.482060932684769,58
"49",4,11,1585.34285714286,0.496470623461988,35
"50",4,12,1127.75,0.501803594774697,120
"51",4,13,1245.43902439024,0.481005778804476,41
"52",4,14,979.44776119403,0.506880240323779,67
"53",5,1,1104.025,0.488106907360879,80
"54",5,2,1071.75675675676,0.488125871579685,37
"55",5,3,1001.27272727273,0.489449233256706,22
