"","Borough","Sub_Borough","averageRent","averageIndex","population"
"1",1,1,488.034482758621,0.451847178187545,29
"2",1,2,582.181818181818,0.484161536204331,33
"3",1,3,499.225806451613,0.455307733509757,31
"4",1,4,500.111111111111,0.468308613508606,27
"5",1,5,547.552631578947,0.483460100379162,38
"6",1,6,677.235294117647,0.488542950393993,34
"7",1,7,599.480769230769,0.464302062048965,52
"8",1,8,723.666666666667,0.50237165429564,21
"9",1,9,633.53125,0.484765056976108,32
"10",1,10,590.958333333333,0.475752858826996,24
"11",2,1,609.392857142857,0.492797561004281,28
"12",2,2,605.470588235294,0.476562108177685,17
"13",2,3,486.666666666667,0.448292079780037,18
"14",2,4,534.24,0.421992236022569,25
"15",2,5,724.4,0.474963940526455,25
"16",2,6,733.793103448276,0.458517355006679,29
"17",2,7,686.833333333333,0.462756029228723,24
"18",2,8,629.928571428571,0.448378229288101,14
"19",2,9,573.909090909091,0.430172658580023,11
"20",2,10,733,0.50746602353676,21
"21",2,11,714.326530612245,0.4970903321156,49
"22",2,12,718.478260869565,0.498488995887528,23
"23",2,13,635.2,0.47323027315636,20
"24",2,14,772.285714285714,0.474696925072272,28
"25",2,15,614.04347826087,0.489977289880053,23
"26",2,16,556.625,0.443532861403095,16
"27",2,17,768.5625,0.455964738384779,16
"28",2,18,678.590909090909,0.471035969068415,22
"29",3,1,1134.6,0.504844203979153,25
"30",3,2,564.428571428571,0.468236250251411,28
"31",3,3,1011.42857142857,0.467261127923514,35
"32",3,4,1125.2,0.516492204875969,55
"33",3,5,1017.13513513514,0.515941759119701,74
"34",3,6,1259.50602409639,0.510017738345563,83
"35",3,7,719.851851851852,0.477134329448421,27
"36",3,8,317.909090909091,0.39845889424627,22
"37",3,9,461.827586206897,0.455902640722193,29
"38",3,10,606.36170212766,0.4690233332678,47
"39",4,1,618.425,0.485029840254184,40
"40",4,2,635.608695652174,0.476904180386489,23
"41",4,3,749.111111111111,0.460640343282775,9
"42",4,4,703.727272727273,0.494687394110414,11
"43",4,5,688.295454545455,0.489037303315103,44
"44",4,6,773.666666666667,0.512327980980403,21
"45",4,7,836.4,0.504102526199408,40
"46",4,8,702.695652173913,0.459757322537332,23
"47",4,9,727.64,0.497385745159923,25
"48",4,10,901.571428571429,0.493963971739481,14
"49",4,11,826.666666666667,0.474211013681678,15
"50",4,12,703.333333333333,0.450965488366749,9
"51",4,13,835.5,0.486297784264569,8
"52",4,14,563.272727272727,0.491890013442604,22
"53",5,1,637.833333333333,0.495535984264117,18
"54",5,2,698,0.496900156542776,18
"55",5,3,822.666666666667,0.500866919829785,21
